batch_id,timestamp,ligne,produit,temperature_c,pression_bar,ph,debit_l_min,energie_kwh,temps_cycle_min,rendement_pct,taux_rebut_pct,cout_batch_mad,emission_co2_kg,alarme,operateur,qualite_finale
PROC-00158,2026-05-04 17:00,Réacteur 1,Batch P1,72.25,2.31,6.69,80.05,322.62,103.9,93.27,6.27,2040.39,200.03,Aucune,Equipe B,Conforme
PROC-00159,2026-02-24 08:00,Ligne C,Batch P4,67.59,3.95,6.66,133.4,72.67,102.0,90.15,4.92,1588.36,45.06,Pression,Equipe A,Conforme
PROC-00160,2026-02-26 11:30,Ligne B,Batch P4,70.08,4.09,6.13,118.89,124.92,104.7,89.96,5.66,2442.31,77.45,Aucune,Equipe C,À contrôler
PROC-00161,2026-02-15 22:00,Ligne A,Batch P1,59.62,3.54,6.37,120.29,135.38,85.1,83.03,2.85,1749.59,83.94,Température,Equipe B,Conforme
PROC-00162,2026-02-24 12:15,Ligne A,Batch P4,66.42,3.02,8.08,135.63,168.91,87.9,92.71,4.23,1172.41,104.72,Aucune,Equipe B,Non conforme
PROC-00163,2026-01-16 09:45,Ligne C,Batch P1,72.81,2.67,6.41,94.01,366.61,70.8,75.98,2.8,3048.69,227.3,pH,Equipe C,Conforme
PROC-00164,2026-04-01 18:15,Ligne A,Batch P3,78.78,2.86,6.97,95.13,140.95,86.5,86.22,0.99,2071.48,87.39,Température,Equipe A,Conforme
PROC-00165,2026-05-30 20:30,Ligne C,Batch P4,71.95,1.96,7.34,51.15,50.01,93.2,71.42,4.74,961.0,31.01,Aucune,Equipe A,Conforme
PROC-00166,2026-04-11 15:00,Ligne C,Batch P1,64.79,3.69,7.37,100.43,162.08,85.6,84.33,3.29,2963.8,100.49,Aucune,Equipe C,Conforme
PROC-00167,2026-03-08 22:30,Ligne A,Batch P3,76.79,2.17,7.44,128.59,214.0,85.4,97.13,3.5,1185.85,132.68,Aucune,Equipe A,Conforme
PROC-00168,2026-05-14 07:30,Ligne B,Batch P3,71.04,3.11,6.78,115.61,114.46,78.4,86.13,8.49,2462.04,70.96,Température,Equipe C,Conforme
PROC-00169,2026-06-27 14:45,Ligne C,Batch P1,67.88,2.76,7.15,102.3,110.75,75.8,89.92,5.93,1364.13,68.66,Aucune,Equipe C,Conforme
PROC-00170,2026-04-05 17:15,Réacteur 2,Batch P1,82.32,3.4,7.83,94.12,195.55,104.8,95.75,1.71,3116.84,121.24,Aucune,Equipe A,Conforme
PROC-00171,2026-01-06 15:00,Ligne B,Batch P2,70.23,2.72,8.3,69.72,216.13,99.0,79.68,3.76,1785.46,134.0,Aucune,Equipe C,Conforme
PROC-00172,2026-06-10 10:15,Ligne C,Batch P3,80.64,2.35,7.18,156.64,129.91,67.2,83.55,5.19,3326.02,80.55,Aucune,Equipe B,Conforme
PROC-00173,2026-06-09 09:15,Ligne B,Batch P3,64.02,2.89,7.32,90.31,151.25,109.2,93.5,5.73,1223.14,93.77,Pression,Equipe B,Conforme
PROC-00174,2026-01-27 13:30,Ligne B,Batch P4,74.53,2.5,7.75,132.23,75.72,61.8,76.71,1.65,1462.76,46.94,Aucune,Equipe B,Conforme
PROC-00175,2026-04-23 06:45,Ligne A,Batch P4,65.7,3.12,6.58,120.36,255.22,102.8,86.68,4.09,1861.21,158.23,Aucune,Equipe C,Conforme
PROC-00176,2026-04-06 12:30,Ligne A,Batch P2,87.45,2.67,8.19,142.78,98.62,81.6,80.11,1.75,2320.18,61.15,Température,Equipe A,Conforme
PROC-00177,2026-06-25 21:00,Ligne A,Batch P2,53.16,2.57,7.11,120.57,465.89,87.1,71.34,4.43,4062.06,288.85,Aucune,Equipe B,Conforme
PROC-00178,2026-02-01 12:45,Réacteur 2,Batch P1,76.7,2.43,6.42,39.3,149.62,82.0,89.3,4.69,2749.56,92.77,Aucune,Equipe B,Conforme
PROC-00179,2026-01-05 17:45,Ligne B,Batch P3,74.15,3.06,6.65,143.66,119.1,129.0,94.82,1.06,973.78,73.84,Aucune,Equipe B,Non conforme
PROC-00180,2026-01-24 13:00,Réacteur 2,Batch P4,73.29,2.94,7.98,95.34,207.06,65.2,84.06,1.8,3460.85,128.38,Aucune,Equipe C,Conforme
PROC-00181,2026-03-14 18:00,Réacteur 1,Batch P3,88.71,3.44,6.4,166.1,256.32,113.3,87.36,5.45,2192.24,158.92,Température,Equipe B,Conforme
PROC-00182,2026-03-19 07:30,Ligne A,Batch P4,94.24,3.98,6.9,125.18,86.93,99.8,89.26,2.49,2921.92,53.9,Aucune,Equipe B,Conforme
PROC-00183,2026-02-18 07:15,Réacteur 2,Batch P2,80.75,3.13,6.23,116.58,133.55,103.1,82.37,3.86,1446.72,82.8,Aucune,Equipe C,Conforme
PROC-00184,2026-06-16 20:15,Ligne B,Batch P3,69.17,3.43,7.19,80.64,71.85,79.0,97.88,1.95,2400.23,44.55,Aucune,Equipe C,Conforme
PROC-00185,2026-06-07 14:45,Réacteur 2,Batch P1,55.64,2.88,7.05,128.81,31.61,110.5,74.08,3.95,2764.22,19.6,Aucune,Equipe A,Non conforme
PROC-00186,2026-02-14 09:00,Ligne B,Batch P4,72.65,2.05,7.15,102.0,61.8,76.3,86.04,5.32,1682.87,38.32,Pression,Equipe B,Conforme
PROC-00187,2026-01-18 18:00,Réacteur 1,Batch P4,73.23,4.78,7.27,148.06,244.54,101.8,90.25,1.3,3412.19,151.62,Pression,Equipe C,Conforme
PROC-00188,2026-04-30 18:30,Réacteur 2,Batch P2,78.99,2.87,6.76,129.41,100.99,73.6,84.38,0.0,3072.34,62.61,Débit,Equipe B,Conforme
PROC-00189,2026-06-12 16:15,Ligne B,Batch P3,74.37,4.04,7.54,137.09,22.66,91.5,83.17,1.0,3130.29,14.05,Température,Equipe A,À contrôler
PROC-00190,2026-01-03 08:45,Réacteur 2,Batch P3,85.49,3.45,6.69,110.16,123.34,91.7,92.97,2.98,3304.43,76.47,Aucune,Equipe A,Conforme
PROC-00191,2026-01-17 07:15,Ligne A,Batch P4,72.97,3.91,6.72,120.78,121.76,71.5,86.6,2.98,1325.72,75.49,Aucune,Equipe C,Conforme
PROC-00192,2026-03-19 22:30,Ligne C,Batch P4,81.08,2.44,5.4,84.54,,121.8,83.81,3.77,2915.51,70.71,pH,Equipe B,Conforme
PROC-00193,2026-04-07 07:45,Réacteur 1,Batch P2,66.33,2.37,7.46,71.47,62.3,100.1,79.75,3.0,2991.58,38.63,Aucune,Equipe C,Conforme
PROC-00194,2026-03-09 19:45,Réacteur 1,Batch P4,69.16,3.09,7.4,136.98,108.2,76.0,90.71,2.01,3143.76,67.08,Aucune,Equipe A,À contrôler
PROC-00195,2026-04-08 06:00,Ligne A,Batch P1,61.98,4.4,6.93,94.45,121.56,99.7,82.65,4.17,3556.8,75.36,Température,Equipe A,Conforme
PROC-00196,2026-03-18 14:15,Réacteur 1,Batch P3,69.76,4.48,8.06,113.15,63.45,104.4,74.56,0.0,1382.55,39.34,Aucune,Equipe B,Conforme
PROC-00197,2026-03-25 12:45,Ligne B,Batch P4,75.49,4.23,7.29,125.08,253.81,86.6,94.11,4.74,2573.57,157.36,Aucune,Equipe C,Conforme
PROC-00198,2026-05-14 18:15,Réacteur 1,Batch P3,70.26,3.2,6.78,36.05,120.84,95.0,92.07,3.29,1267.42,74.92,Aucune,Equipe B,Conforme
PROC-00199,2026-01-29 16:00,Ligne A,Batch P4,84.14,3.01,6.86,92.27,85.97,81.0,74.55,5.85,2883.61,53.3,Aucune,Equipe B,Conforme
PROC-00200,2026-06-11 11:45,Ligne C,Batch P1,70.63,2.94,7.4,121.41,50.66,57.9,79.49,3.98,1304.35,31.41,Aucune,Equipe A,Conforme
PROC-00201,2026-02-27 21:30,Ligne A,Batch P3,59.7,3.4,7.76,123.18,81.54,120.3,82.79,4.08,2681.2,50.55,Aucune,Equipe A,À contrôler
PROC-00202,2026-03-07 21:45,Ligne B,Batch P2,63.82,2.91,6.52,121.74,58.11,97.1,84.9,0.0,878.89,36.03,Température,Equipe C,Conforme
PROC-00203,2026-02-09 20:30,Réacteur 1,Batch P4,72.88,2.77,7.3,134.58,312.26,108.6,86.28,4.46,2521.1,193.6,Aucune,Equipe B,Conforme
PROC-00204,2026-02-01 16:15,Ligne B,Batch P4,78.43,3.12,7.4,108.72,176.11,96.2,83.63,,2112.9,109.19,Aucune,Equipe A,À contrôler
PROC-00205,2026-02-17 20:45,Réacteur 1,Batch P2,68.69,0.78,7.33,123.63,52.48,131.4,84.65,2.45,1568.69,32.54,Aucune,Equipe C,À contrôler
PROC-00206,2026-05-07 22:00,Ligne A,Batch P3,87.62,3.7,6.93,114.79,104.01,89.9,88.49,4.67,2769.84,64.48,Aucune,Equipe C,À contrôler
PROC-00207,2026-01-23 09:45,Ligne C,Batch P1,78.87,3.74,7.55,127.63,115.46,86.0,77.96,2.53,2109.66,71.58,Débit,Equipe B,Conforme
PROC-00208,2026-06-04 06:30,Réacteur 2,Batch P4,68.6,3.06,8.43,109.87,106.38,81.7,97.21,6.5,3118.51,65.95,Aucune,Equipe A,Conforme
PROC-00209,2026-04-06 17:30,Ligne C,Batch P4,65.81,3.85,7.43,89.59,199.04,78.7,82.91,4.88,1127.14,123.4,Aucune,Equipe A,Conforme
PROC-00210,2026-02-06 21:45,Ligne B,Batch P3,53.5,3.6,,95.87,42.51,108.7,83.27,0.0,2994.94,26.36,pH,Equipe C,À contrôler
PROC-00211,2026-06-27 20:45,Ligne C,Batch P3,61.54,2.61,7.09,117.44,49.73,84.6,76.55,6.31,2399.44,30.83,Aucune,Equipe A,À contrôler
PROC-00212,2026-04-03 12:45,Réacteur 1,Batch P2,59.74,2.47,8.44,95.01,66.64,103.5,79.36,5.95,2872.73,41.32,Aucune,Equipe C,Conforme
PROC-00213,2026-01-09 07:00,Réacteur 1,Batch P1,71.84,2.3,8.11,158.73,324.38,87.6,85.62,0.0,3818.65,201.12,Aucune,Equipe B,Conforme
PROC-00214,2026-04-14 12:00,Ligne C,Batch P1,74.09,3.44,6.68,116.1,244.42,51.4,94.06,2.24,3533.35,151.54,Aucune,Equipe B,Conforme
PROC-00215,2026-03-08 13:30,Réacteur 1,Batch P2,74.59,3.72,6.82,114.19,111.74,61.0,72.62,6.31,3167.92,69.28,Aucune,Equipe B,Conforme
PROC-00216,2026-04-06 12:15,Ligne C,Batch P2,82.31,2.8,6.94,110.57,167.9,94.8,77.4,5.17,3623.68,104.1,Aucune,Equipe A,Conforme
PROC-00217,2026-01-12 20:30,Réacteur 1,Batch P3,86.94,2.54,7.33,,154.05,85.7,83.37,3.04,1644.26,95.51,Aucune,Equipe C,Conforme
PROC-00218,2026-04-24 10:15,Ligne B,Batch P1,69.65,1.61,6.72,123.91,31.24,51.3,90.62,6.39,1095.9,19.37,pH,Equipe B,Conforme
PROC-00219,2026-02-15 19:00,Ligne C,Batch P4,78.57,3.67,6.76,94.1,196.52,92.2,82.11,0.98,1827.52,121.84,Aucune,Equipe C,Conforme
PROC-00220,2026-03-12 18:45,Ligne A,Batch P3,73.55,3.75,7.27,127.3,127.37,96.5,78.72,6.82,1954.25,78.97,Aucune,Equipe B,Conforme
PROC-00221,2026-06-01 22:00,Réacteur 2,Batch P2,79.98,2.76,6.21,114.01,61.47,87.7,75.64,2.38,2788.12,38.11,Aucune,Equipe B,Conforme
PROC-00222,2026-05-04 18:15,Ligne A,Batch P1,76.31,2.95,7.05,113.0,129.01,115.1,85.52,3.05,2582.94,79.99,Aucune,Equipe A,À contrôler
PROC-00223,2026-03-12 10:15,Ligne C,Batch P3,72.26,3.1,7.74,103.53,143.22,86.1,85.19,7.38,2014.37,88.8,Aucune,Equipe C,À contrôler
PROC-00224,2026-06-13 12:00,Ligne B,Batch P2,78.45,,6.77,118.99,207.78,79.1,69.26,3.97,2792.82,128.83,Pression,Equipe A,Conforme
PROC-00225,2026-03-28 16:30,Ligne A,Batch P1,69.86,2.92,7.66,145.89,144.85,117.2,84.06,0.0,3484.99,89.81,Température,Equipe A,À contrôler
PROC-00226,2026-04-04 19:15,Ligne A,Batch P3,65.9,4.02,6.66,85.37,285.54,100.4,79.38,10.98,2783.22,177.04,Aucune,Equipe A,À contrôler
PROC-00227,2026-05-21 14:15,Ligne A,Batch P4,61.22,2.2,6.55,78.68,213.67,86.1,92.49,0.64,1158.75,132.47,Aucune,Equipe A,Conforme
PROC-00228,2026-06-09 12:45,Ligne C,Batch P1,70.61,3.42,7.65,124.56,153.16,97.4,89.94,,2296.56,94.96,Aucune,Equipe B,Conforme
PROC-00229,2026-02-20 11:00,Réacteur 2,Batch P1,67.18,3.19,6.57,142.91,20.35,92.5,78.09,0.0,2089.06,12.62,Aucune,Equipe B,Non conforme
PROC-00230,2026-03-08 20:30,Ligne B,Batch P2,74.27,3.72,6.98,,101.99,98.2,90.14,6.72,3110.98,63.23,Débit,Equipe A,Conforme
PROC-00231,2026-02-17 11:00,Ligne A,Batch P4,71.97,2.84,7.11,145.15,76.9,90.8,90.23,6.55,3509.02,47.68,Débit,Equipe A,Conforme
PROC-00232,2026-06-22 13:15,Ligne B,Batch P4,76.58,3.78,6.82,98.6,156.66,68.2,89.58,7.16,1768.15,97.13,Aucune,Equipe C,Conforme
PROC-00233,2026-06-27 17:00,Réacteur 1,Batch P1,62.2,2.34,6.4,55.79,60.64,112.4,78.67,3.22,1353.64,37.6,Température,Equipe A,Conforme
PROC-00234,2026-06-25 06:15,Ligne B,Batch P2,70.28,2.91,7.23,117.38,161.09,85.0,89.87,6.42,1121.81,99.88,Aucune,Equipe A,Conforme
PROC-00235,2026-04-02 06:15,Réacteur 1,Batch P2,80.27,3.55,6.21,105.23,196.42,97.0,80.0,1.79,1471.97,121.78,Aucune,Equipe B,Conforme
PROC-00236,2026-06-24 08:00,Réacteur 2,Batch P1,69.9,1.36,6.79,157.49,67.5,117.2,99.0,3.84,1228.38,41.85,Aucune,Equipe C,Conforme
PROC-00237,2026-05-21 16:00,Ligne A,Batch P3,62.84,2.58,7.31,71.77,41.95,107.3,77.99,5.01,2219.9,26.01,Aucune,Equipe A,Conforme
PROC-00238,2026-06-14 15:45,Réacteur 2,Batch P1,70.71,4.18,7.72,82.73,122.17,59.4,76.09,5.42,1579.61,75.74,Aucune,Equipe C,Conforme
PROC-00239,2026-06-29 11:15,Ligne C,Batch P1,73.26,2.61,6.91,116.9,152.76,78.8,86.58,4.87,2841.53,94.71,Aucune,Equipe A,À contrôler
PROC-00240,2026-01-13 18:00,Réacteur 1,Batch P2,77.34,5.3,6.51,115.62,91.37,118.8,94.25,5.05,1647.35,56.65,Débit,Equipe B,Non conforme
PROC-00241,2026-03-12 06:00,Réacteur 1,Batch P4,84.59,2.67,6.54,142.95,68.85,96.0,86.59,6.05,3213.96,42.69,Aucune,Equipe B,Conforme
PROC-00242,2026-04-14 22:00,Ligne A,Batch P1,70.91,3.91,6.93,90.17,209.78,92.5,82.96,1.52,3490.15,130.07,Aucune,Equipe A,Conforme
PROC-00243,2026-04-15 07:15,Réacteur 1,Batch P3,74.69,3.41,7.3,95.41,178.22,90.0,90.52,5.96,3293.91,110.5,Aucune,Equipe A,Conforme
PROC-00244,2026-04-18 07:15,Ligne C,Batch P1,67.76,3.63,6.42,127.07,117.48,83.9,89.72,3.0,1687.57,72.84,Aucune,Equipe A,Non conforme
PROC-00245,2026-03-03 17:30,Ligne B,Batch P3,74.58,3.32,7.16,106.93,196.26,94.3,92.04,5.28,1270.52,121.68,Débit,Equipe A,Conforme
PROC-00246,2026-04-18 19:00,Ligne C,Batch P2,61.01,3.79,6.41,118.1,221.98,88.6,84.02,7.58,1573.27,137.63,Aucune,Equipe B,Conforme
PROC-00247,2026-06-22 17:15,Réacteur 2,Batch P2,94.07,2.86,7.98,110.75,89.47,115.2,88.28,4.62,2717.75,55.47,pH,Equipe A,Non conforme
PROC-00248,2026-06-05 09:15,Réacteur 2,Batch P4,79.16,3.15,,105.4,89.69,87.4,76.8,7.09,1561.05,55.61,Aucune,Equipe B,Conforme
PROC-00249,2026-02-21 08:00,Réacteur 1,Batch P3,68.95,2.93,7.11,133.81,235.9,68.9,78.79,2.77,1230.64,146.26,Température,Equipe B,Conforme
PROC-00250,2026-03-18 10:00,Ligne A,Batch P3,67.93,2.57,6.09,116.95,80.88,138.2,76.74,1.98,3220.7,50.15,Aucune,Equipe B,À contrôler
PROC-00251,2026-01-04 10:45,Ligne C,Batch P2,62.4,3.31,7.48,122.96,142.76,96.2,77.45,3.21,2817.94,88.51,Aucune,Equipe B,Non conforme
PROC-00252,2026-02-15 19:45,Ligne B,Batch P4,82.07,4.49,6.91,98.99,148.89,115.4,96.26,6.19,3210.42,92.31,Aucune,Equipe A,Conforme
PROC-00253,2026-06-25 14:30,Ligne B,Batch P3,73.11,3.87,6.36,122.4,122.17,101.4,87.35,1.71,1546.13,75.74,Aucune,Equipe A,À contrôler
PROC-00254,2026-03-10 08:30,Ligne C,Batch P3,84.46,4.52,5.84,114.25,69.19,144.6,73.5,4.48,2093.92,42.9,Aucune,Equipe C,Conforme
PROC-00255,2026-06-09 14:15,Ligne C,Batch P1,71.03,1.6,7.65,123.04,99.18,89.5,83.74,1.05,1355.86,61.49,Aucune,Equipe B,Conforme
PROC-00256,2026-04-04 19:30,Réacteur 1,Batch P2,68.6,3.08,6.57,140.98,147.91,100.3,99.0,3.41,3308.12,91.7,Débit,Equipe C,Conforme
PROC-00257,2026-05-15 16:00,Ligne A,Batch P1,76.06,3.68,6.9,117.68,138.71,94.4,81.51,7.52,1377.15,86.0,Aucune,Equipe B,Conforme
PROC-00258,2026-01-30 06:45,Réacteur 1,Batch P1,82.49,4.18,7.51,137.68,106.74,113.9,77.17,5.08,2833.57,66.18,Aucune,Equipe A,Conforme
PROC-00259,2026-01-01 14:15,Ligne C,Batch P4,70.61,2.47,7.61,126.9,178.01,83.3,87.0,4.5,1269.99,110.37,Aucune,Equipe C,Conforme
PROC-00260,2026-03-25 18:30,Ligne A,Batch P4,65.66,2.99,7.37,159.55,97.8,114.2,82.16,4.27,1562.82,60.64,Température,Equipe C,Conforme
PROC-00261,2026-02-18 08:45,Ligne C,Batch P4,78.6,4.06,7.83,85.31,79.06,83.4,85.31,3.39,1112.53,49.02,Pression,Equipe B,À contrôler
PROC-00262,2026-01-02 09:45,Ligne B,Batch P4,70.68,3.57,8.02,93.77,66.79,97.9,83.34,2.7,1165.52,41.41,Aucune,Equipe A,À contrôler
PROC-00263,2026-05-14 19:30,Ligne C,Batch P1,69.17,3.64,7.85,65.21,67.63,97.7,86.2,1.46,1731.02,41.93,Débit,Equipe A,Conforme
PROC-00264,2026-06-20 12:30,Ligne B,Batch P2,74.18,3.4,7.12,110.17,162.85,109.8,91.51,5.02,1759.93,100.96,Aucune,Equipe A,Conforme
PROC-00265,2026-01-03 12:30,Ligne C,Batch P2,84.42,3.62,7.78,111.61,93.4,93.9,81.93,2.77,1654.52,57.91,Aucune,Equipe A,À contrôler
PROC-00266,2026-04-25 09:45,Ligne A,Batch P1,84.61,,7.97,118.99,454.81,90.7,85.04,3.39,3086.74,281.98,pH,Equipe C,Non conforme
PROC-00267,2026-02-10 13:45,Réacteur 2,Batch P3,56.54,3.86,7.21,126.29,185.69,91.4,85.16,4.12,3323.01,115.13,Température,Equipe B,Conforme
PROC-00268,2026-06-16 16:45,Ligne C,Batch P4,71.47,3.5,6.98,114.86,209.57,106.9,81.72,4.27,2883.56,129.93,Débit,Equipe A,Conforme
PROC-00269,2026-06-23 13:45,Réacteur 1,Batch P4,77.53,2.68,6.8,95.05,71.85,91.2,85.52,6.76,2826.01,44.55,Aucune,Equipe A,Conforme
PROC-00270,2026-02-05 21:15,Ligne C,Batch P4,67.12,3.44,7.04,93.23,57.41,103.6,81.94,1.0,1113.83,35.59,Aucune,Equipe B,Conforme
PROC-00271,2026-02-24 09:30,Réacteur 2,Batch P3,55.1,3.0,6.01,134.24,141.11,87.6,73.94,2.82,2964.44,87.49,Aucune,Equipe B,Conforme
PROC-00272,2026-02-28 09:15,Ligne C,Batch P2,63.09,3.44,7.15,107.05,157.1,118.3,92.34,4.21,1809.56,97.4,Aucune,Equipe C,Conforme
PROC-00273,2026-02-09 20:45,Ligne C,Batch P3,79.3,2.44,6.39,98.65,86.31,57.3,95.92,4.64,3206.85,53.51,Aucune,Equipe C,Conforme
PROC-00274,2026-05-15 08:30,Ligne A,Batch P4,74.93,3.74,7.37,104.77,105.65,87.5,91.24,5.92,3312.54,65.51,Température,Equipe B,Conforme
PROC-00275,2026-04-12 13:30,Ligne C,Batch P3,63.53,3.77,6.26,120.12,214.22,84.4,79.01,5.25,1624.31,132.81,Aucune,Equipe B,Conforme
PROC-00276,2026-03-08 17:00,Réacteur 1,Batch P1,78.23,3.1,6.0,82.97,151.4,98.1,85.36,4.04,3259.89,93.87,Aucune,Equipe A,Conforme
PROC-00277,2026-02-17 06:30,Ligne B,Batch P3,61.93,4.29,6.19,91.12,91.22,102.1,88.85,4.41,1171.69,56.56,Aucune,Equipe C,Conforme
PROC-00278,2026-03-28 14:15,Ligne B,Batch P1,75.85,2.67,7.7,95.57,111.8,89.2,88.66,4.11,3331.69,69.31,Aucune,Equipe C,Conforme
PROC-00279,2026-06-18 12:45,Réacteur 2,Batch P4,62.04,4.28,7.78,128.12,447.74,80.8,84.88,1.98,2288.19,277.6,Température,Equipe C,Conforme
PROC-00280,2026-05-28 11:00,Ligne B,Batch P3,65.41,3.08,7.54,87.84,164.58,95.7,89.53,3.98,2320.8,102.04,Aucune,Equipe A,À contrôler
PROC-00281,2026-02-25 12:00,Ligne A,Batch P3,62.72,3.72,7.02,123.72,317.94,73.1,90.87,2.98,2806.11,197.13,Aucune,Equipe C,Conforme
PROC-00282,2026-04-04 15:15,Ligne B,Batch P3,59.76,2.4,6.83,149.64,62.64,84.8,83.36,2.64,1892.15,38.84,Aucune,Equipe C,Conforme
PROC-00283,2026-06-19 12:30,Réacteur 2,Batch P3,68.38,1.38,7.47,166.98,126.03,71.8,91.85,1.23,1920.82,78.14,Aucune,Equipe C,Conforme
PROC-00284,2026-04-27 19:30,Ligne C,Batch P4,64.29,3.38,7.29,85.19,43.09,86.1,87.93,4.19,1413.49,26.71,Aucune,Equipe A,Conforme
PROC-00285,2026-01-09 13:45,Réacteur 1,Batch P2,69.65,2.25,6.93,139.72,265.76,92.4,,0.13,3830.96,164.77,Aucune,Equipe A,À contrôler
PROC-00286,2026-05-17 19:00,Ligne A,Batch P3,66.36,2.7,6.51,140.93,143.7,89.2,91.22,1.45,2384.79,89.1,Aucune,Equipe A,Conforme
PROC-00287,2026-06-29 19:30,Réacteur 2,Batch P3,67.99,3.73,7.22,120.66,179.95,72.0,80.93,1.95,1362.6,111.57,Aucune,Equipe A,Conforme
PROC-00288,2026-01-04 08:30,Réacteur 2,Batch P3,78.46,2.54,6.96,125.46,213.06,62.2,87.78,6.91,2924.81,132.1,Aucune,Equipe B,Conforme
PROC-00289,2026-04-30 16:45,Ligne A,Batch P3,62.56,3.45,6.14,125.34,102.71,89.6,71.81,7.14,2778.26,63.68,Aucune,Equipe B,Conforme
PROC-00290,2026-01-03 11:45,Ligne C,Batch P4,77.69,3.42,6.83,168.49,172.95,86.0,85.31,5.38,3609.41,107.23,Aucune,Equipe B,À contrôler
PROC-00291,2026-04-25 10:15,Ligne C,Batch P4,91.02,4.21,6.7,92.44,149.98,103.6,97.1,6.05,2091.36,92.99,Aucune,Equipe A,Conforme
PROC-00292,2026-05-27 15:30,Ligne C,Batch P4,58.18,,6.93,99.92,131.7,81.7,80.3,3.11,2231.62,81.65,Aucune,Equipe B,Conforme
PROC-00293,2026-03-24 10:30,Ligne C,Batch P2,67.23,4.66,6.7,88.06,179.14,68.3,81.23,2.65,1775.3,111.07,Aucune,Equipe B,Conforme
PROC-00294,2026-04-13 20:30,Ligne A,Batch P2,63.42,3.41,6.48,120.5,152.65,69.1,80.28,6.94,1283.53,94.64,Aucune,Equipe B,Conforme
PROC-00295,2026-06-26 21:30,Réacteur 1,Batch P2,60.94,3.7,7.2,112.25,78.23,89.6,,6.7,1131.37,48.5,Aucune,Equipe A,À contrôler
PROC-00296,2026-05-10 15:45,Ligne B,Batch P2,76.21,3.67,6.89,120.39,175.26,86.3,90.26,2.26,3663.18,108.66,Température,Equipe B,À contrôler
PROC-00297,2026-02-06 14:15,Réacteur 1,Batch P4,66.85,3.19,6.6,130.24,218.02,75.1,96.43,4.52,3701.62,135.17,Aucune,Equipe C,Conforme
PROC-00298,2026-06-23 14:00,Ligne B,Batch P1,66.76,1.8,6.15,143.47,85.71,106.4,87.27,7.19,1223.92,53.14,Aucune,Equipe C,Conforme
PROC-00299,2026-06-12 09:00,Réacteur 2,Batch P4,83.21,3.49,6.6,105.5,141.52,112.1,97.75,6.37,2796.55,87.74,Aucune,Equipe C,Conforme
PROC-00300,2026-06-25 21:30,Ligne C,Batch P3,77.22,5.13,7.53,126.03,121.77,111.1,90.71,5.74,2456.8,75.5,Aucune,Equipe B,Non conforme
PROC-00301,2026-02-01 17:15,Réacteur 2,Batch P1,70.0,2.32,6.91,118.16,147.15,75.4,85.22,7.46,3074.89,91.23,Aucune,Equipe A,Conforme
PROC-00302,2026-04-17 22:30,Ligne C,Batch P2,75.26,3.29,7.23,121.41,156.22,81.2,84.11,6.5,2939.43,96.86,Aucune,Equipe C,Conforme
PROC-00303,2026-04-24 10:30,Réacteur 1,Batch P1,70.73,3.98,6.78,143.53,79.72,84.3,81.46,1.2,2586.33,49.43,Aucune,Equipe C,Conforme
PROC-00304,2026-04-14 11:30,Réacteur 1,Batch P3,76.63,3.59,8.43,106.83,159.53,112.7,92.84,6.22,1714.05,98.91,Aucune,Equipe C,Conforme
PROC-00305,2026-05-22 13:00,Réacteur 2,Batch P2,76.54,2.6,6.38,141.67,86.88,124.7,91.22,3.33,1620.69,53.86,Aucune,Equipe C,À contrôler
PROC-00306,2026-06-07 06:00,Ligne A,Batch P1,73.88,3.79,8.35,113.92,135.89,120.8,79.33,5.32,3437.44,84.25,Aucune,Equipe A,Conforme
PROC-00307,2026-01-19 06:30,Réacteur 2,Batch P1,71.16,2.47,6.36,98.97,143.89,73.7,89.95,7.76,1813.87,89.21,Aucune,Equipe A,Conforme
PROC-00308,2026-02-10 19:15,Réacteur 1,Batch P4,83.52,4.19,7.21,108.46,97.94,93.7,74.11,5.88,1639.61,60.73,Aucune,Equipe A,Conforme
PROC-00309,2026-01-19 11:15,Ligne C,Batch P4,64.01,4.11,5.84,99.13,105.08,92.8,80.2,3.27,1053.09,65.15,Aucune,Equipe A,Conforme
PROC-00310,2026-04-09 21:45,Réacteur 1,Batch P3,65.27,3.44,6.09,75.36,306.66,72.2,83.64,2.39,3854.08,190.13,Température,Equipe C,Conforme
PROC-00311,2026-05-29 07:45,Réacteur 1,Batch P2,75.7,4.42,7.4,100.94,41.32,60.1,85.87,3.02,1458.86,25.62,Aucune,Equipe B,Conforme
PROC-00312,2026-03-31 16:30,Ligne A,Batch P3,66.93,4.95,6.85,141.9,157.96,108.9,93.9,3.5,1514.52,97.94,Débit,Equipe C,Conforme
PROC-00313,2026-03-06 14:45,Ligne B,Batch P1,81.85,2.95,6.74,117.31,237.09,93.1,89.3,5.22,2987.46,147.0,Aucune,Equipe A,Conforme
PROC-00314,2026-01-16 17:15,Réacteur 2,Batch P3,78.23,4.24,7.22,141.62,160.66,99.6,84.17,4.81,1288.54,99.61,Pression,Equipe C,Conforme
PROC-00315,2026-04-07 22:00,Ligne C,Batch P3,85.38,4.73,6.68,121.43,89.98,107.4,81.25,2.07,1369.13,55.79,Débit,Equipe B,Conforme
PROC-00316,2026-03-15 07:00,Réacteur 2,Batch P2,79.42,3.04,7.72,114.83,125.03,113.9,90.73,3.68,2527.06,77.52,Aucune,Equipe C,Conforme
